Legende	layer.Nr	THICK	STONEF	PSIF	THETAF	THSAT	BEXP	KF	WETINF	SWATMX
959	1	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
959	2	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
959	3	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
960	1	0.11	0	-7	0.188	0.395	4.05	4	0.92	43.45
960	2	0.51	0	-8.5	0.324	0.451	5.39	6.3	0.92	230.01
961	1	0.32	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	118.08
961	2	0.1	0.1	-7	0.188	0.395	4.05	4	0.92	35.55
961	3	0.58	0.1	-7	0.188	0.395	4.05	4	0.92	206.19
962	1	0.11	0	-3.8	0.203	0.41	4.38	3.5	0.92	45.1
962	2	0.18	0	-7	0.188	0.395	4.05	4	0.92	71.1
962	3	0.31	0	-7	0.188	0.395	4.05	4	0.92	122.45
962	4	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
962	5	0.12	0	-7	0.188	0.395	4.05	4	0.92	47.4
963	1	0.14	0	-7	0.188	0.395	4.05	4	0.92	55.3
963	2	0.61	0	-3.8	0.203	0.41	4.38	3.5	0.92	250.1
963	3	0.55	0	-7	0.188	0.395	4.05	4	0.92	217.25
964	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
964	2	0.22	0	-3.8	0.203	0.41	4.38	3.5	0.92	90.2
964	3	0.48	0	-7	0.188	0.395	4.05	4	0.92	189.6
964	4	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
964	5	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
965	1	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
965	2	0.55	0	-7	0.188	0.395	4.05	4	0.92	217.25
965	3	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
965	4	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
965	5	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
965	6	0.25	0	-8.5	0.324	0.451	5.39	6.3	0.92	112.75
966	1	0.15	0	-14.8	0.402	0.476	8.52	7.3	0.92	71.4
966	2	0.19	0	-7.9	0.266	0.435	4.9	5.5	0.92	82.65
966	3	1.16	0	-6.3	0.317	0.42	7.12	4.2	0.92	487.2
967	1	0.04	0	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
967	2	0.16	0	-7	0.188	0.395	4.05	4	0.92	63.2
967	3	1.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	522
967	4	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
968	1	0.29	0	-25	0.365	0.485	5.3	13.1	0.92	140.65
968	2	0.09	0	-25	0.365	0.485	5.3	13.1	0.92	43.65
968	3	0.08	0	-25	0.365	0.485	5.3	13.1	0.92	38.8
968	4	0.21	0	-25	0.365	0.485	5.3	13.1	0.92	101.85
968	5	0.35	0	-25	0.365	0.485	5.3	13.1	0.92	169.75
968	6	0.28	0	-25	0.365	0.485	5.3	13.1	0.92	135.8
968	7	0.7	0	-25	0.365	0.485	5.3	13.1	0.92	339.5
969	1	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
969	2	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
969	3	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
969	4	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
969	5	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
970	1	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
970	2	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
970	3	0.5	0.1	-25	0.365	0.485	5.3	13.1	0.92	218.25
970	4	0.35	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	121.8
970	5	0.3	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
971	1	0.08	0.4	-25	0.365	0.485	5.3	13.1	0.92	23.28
971	2	0.52	0.4	-25	0.365	0.485	5.3	13.1	0.92	151.32
971	3	0.6	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	162.36
972	1	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
972	2	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
972	3	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
972	4	0.2	0.1	-25	0.365	0.485	5.3	13.1	0.92	87.3
972	5	0.6	0.4	-25	0.365	0.485	5.3	13.1	0.92	174.6
973	1	0.3	0	-14.8	0.402	0.476	8.52	7.3	0.92	142.8
973	2	0.2	0	-6.3	0.317	0.42	7.12	4.2	0.92	84
973	3	0.1	0	-7.7	0.425	0.482	11.4	4.3	0.94	48.2
973	4	0.6	0	-7.7	0.425	0.482	11.4	4.3	0.94	289.2
974	1	0.3	0	-14.8	0.402	0.476	8.52	7.3	0.92	142.8
974	2	0.2	0	-6.3	0.317	0.42	7.12	4.2	0.92	84
974	3	0.1	0	-7.7	0.425	0.482	11.4	4.3	0.94	48.2
974	4	0.6	0	-7.7	0.425	0.482	11.4	4.3	0.94	289.2
975	1	0.15	0	-3.7	0.358	0.426	10.4	2.9	0.93	63.9
975	2	0.55	0	-3.7	0.358	0.426	10.4	2.9	0.93	234.3
975	3	0.6	0	-7.7	0.425	0.482	11.4	4.3	0.94	289.2
976	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
976	2	0.25	0	-8.5	0.324	0.451	5.39	6.3	0.92	112.75
976	3	0.6	0	-8.5	0.324	0.451	5.39	6.3	0.92	270.6
976	4	0.2	0	-25	0.365	0.485	5.3	13.1	0.92	97
977	1	0.32	0	-25	0.365	0.485	5.3	13.1	0.92	155.2
977	2	0.18	0	-25	0.365	0.485	5.3	13.1	0.92	87.3
977	3	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
977	4	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
977	5	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
978	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
978	2	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
978	3	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
978	4	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
979	1	0.15	0	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
979	2	0.4	0	-3.8	0.203	0.41	4.38	3.5	0.92	164
979	3	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
979	4	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
979	5	0.25	0	-7	0.188	0.395	4.05	4	0.92	98.75
979	6	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
980	1	0.22	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	81.18
980	2	0.12	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	44.28
980	3	0.34	0.1	-7	0.188	0.395	4.05	4	0.92	120.87
980	4	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
980	5	0.47	0.2	-7	0.188	0.395	4.05	4	0.92	148.52
981	1	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
981	2	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
981	3	0.13	0.2	-7	0.188	0.395	4.05	4	0.92	41.08
981	4	0.42	0.2	-7	0.188	0.395	4.05	4	0.92	132.72
981	5	0.15	0.2	-7	0.188	0.395	4.05	4	0.92	47.4
982	1	0.21	0.2	-7	0.188	0.395	4.05	4	0.92	66.36
982	2	0.65	0.2	-7	0.188	0.395	4.05	4	0.92	205.4
983	1	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
983	2	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
983	3	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
983	4	0.1	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	17.4
984	1	0.02	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	7.83
984	2	0.03	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	11.745
984	3	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
984	4	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
985	1	0.05	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	13.05
985	2	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
985	3	0.35	0.4	-7	0.188	0.395	4.05	4	0.92	82.95
985	4	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
985	5	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
985	6	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
986	1	0.3	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	117.45
986	2	0.25	0.2	-7	0.188	0.395	4.05	4	0.92	79
987	1	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
987	2	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
987	3	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
988	1	0.15	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
988	2	0.45	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
989	1	0.05	0.1	-7	0.188	0.395	4.05	4	0.92	17.775
989	2	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
989	3	0.4	0.2	-7	0.188	0.395	4.05	4	0.92	126.4
989	4	0.35	0.4	-7	0.188	0.395	4.05	4	0.92	82.95
990	1	0.02	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	6.96
990	2	0.18	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	62.64
990	3	0.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	69.6
990	4	0.4	0	-7.7	0.425	0.482	11.4	4.3	0.94	192.8
991	1	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
991	2	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
991	3	0.35	0.2	-7	0.188	0.395	4.05	4	0.92	110.6
991	4	0.75	0.2	-7	0.188	0.395	4.05	4	0.92	237
992	1	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
992	2	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
992	3	0.3	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	12.3
993	1	0.03	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	8.118
993	2	0.47	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	127.182
993	3	0.2	0.6	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
994	1	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
994	2	0.1	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	4.35
995	1	0.15	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
995	2	0.15	0.9	-7.9	0.266	0.435	4.9	5.5	0.92	6.525
995	3	0.4	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	16.4
995	4	0.1	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	4.1
996	1	0.03	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	5.22
996	2	0.32	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	55.68
997	1	0.3	0	-7.9	0.266	0.435	4.9	5.5	0.92	130.5
997	2	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
998	1	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
998	2	0.5	0	-7	0.188	0.395	4.05	4	0.92	197.5
998	3	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
998	4	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
999	1	0.05	0.2	-7	0.188	0.395	4.05	4	0.92	15.8
999	2	0.1	0.2	-7	0.188	0.395	4.05	4	0.92	31.6
999	3	0.35	0	-7	0.188	0.395	4.05	4	0.92	138.25
999	4	0.8	0	-7	0.188	0.395	4.05	4	0.92	316
999	5	0.1	0.9	-7	0.188	0.395	4.05	4	0.92	3.95
1000	1	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1000	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1000	3	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
1000	4	0.6	0	-7	0.188	0.395	4.05	4	0.92	237
1000	5	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
1001	1	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
1001	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1001	3	0.1	0	-3.8	0.203	0.41	4.38	3.5	0.92	41
1001	4	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
1001	5	0.45	0.1	-7	0.188	0.395	4.05	4	0.92	159.975
1001	6	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
1002	1	0.03	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	7.38
1002	2	0.27	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	66.42
1002	3	0.4	0.6	-7	0.188	0.395	4.05	4	0.92	63.2
1003	1	0.25	0	-3.8	0.203	0.41	4.38	3.5	0.92	102.5
1003	2	0.95	0	-3.8	0.203	0.41	4.38	3.5	0.92	389.5
1003	3	0.2	0	-7.9	0.266	0.435	4.9	5.5	0.92	87
1003	4	0.1	0	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
1004	1	0.35	0	-7.9	0.266	0.435	4.9	5.5	0.92	152.25
1004	2	0.25	0	-3.8	0.203	0.41	4.38	3.5	0.92	102.5
1004	3	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
1004	4	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
1005	1	0.25	0	-7.9	0.266	0.435	4.9	5.5	0.92	108.75
1005	2	0.45	0	-3.8	0.203	0.41	4.38	3.5	0.92	184.5
1005	3	0.5	0.1	-7	0.188	0.395	4.05	4	0.92	177.75
1005	4	0.2	0.2	-7	0.188	0.395	4.05	4	0.92	63.2
1006	1	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
1006	2	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
1006	3	0.25	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	97.875
1006	4	0.25	0	-3.8	0.203	0.41	4.38	3.5	0.92	102.5
1006	5	0.25	0	-3.8	0.203	0.41	4.38	3.5	0.92	102.5
1007	1	0.03	0	-8.5	0.324	0.451	5.39	6.3	0.92	13.53
1007	2	0.57	0	-8.5	0.324	0.451	5.39	6.3	0.92	257.07
1007	3	0.4	0	-7.9	0.266	0.435	4.9	5.5	0.92	174
1007	4	0.4	0	-8.5	0.324	0.451	5.39	6.3	0.92	180.4
1008	1	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
1008	2	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
1008	3	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
1008	4	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
1009	1	0.05	0.2	-7	0.188	0.395	4.05	4	0.92	15.8
1009	2	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
1010	1	0.04	0.2	-7	0.188	0.395	4.05	4	0.92	12.64
1010	2	0.56	0.2	-7	0.188	0.395	4.05	4	0.92	176.96
1011	1	0.05	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	18.45
1011	2	0.4	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	147.6
1011	3	0.05	0.2	-7	0.188	0.395	4.05	4	0.92	15.8
1011	4	0.8	0.2	-7	0.188	0.395	4.05	4	0.92	252.8
1012	1	0.23	0	-25	0.365	0.485	5.3	13.1	0.92	111.55
1012	2	0.17	0	-25	0.365	0.485	5.3	13.1	0.92	82.45
1012	3	0.28	0	-25	0.365	0.485	5.3	13.1	0.92	135.8
1012	4	0.27	0	-7.7	0.425	0.482	11.4	4.3	0.94	130.14
1013	1	0.12	0.1	-7	0.188	0.395	4.05	4	0.92	42.66
1013	2	0.41	0.1	-7	0.188	0.395	4.05	4	0.92	145.755
1013	3	0.12	0.1	-7	0.188	0.395	4.05	4	0.92	42.66
1014	1	0.05	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	13.05
1014	2	0.35	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	91.35
1014	3	0.65	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	113.1
1015	1	0.08	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	31.32
1015	2	0.37	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	144.855
1015	3	0.1	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	40.59
1015	4	0.1	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	39.15
1015	5	0.55	0.4	-3.8	0.203	0.41	4.38	3.5	0.92	135.3
1016	1	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
1016	2	0.15	0.2	-25	0.365	0.485	5.3	13.1	0.92	58.2
1016	3	0.35	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	121.8
1016	4	0.85	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	306.68
1017	1	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
1017	2	0.43	0.1	-25	0.365	0.485	5.3	13.1	0.92	187.695
1017	3	0.25	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	65.25
1018	1	1.1	0.43	-25	0.365	0.485	5.3	13.1	0.92	304.095
1019	1	0.15	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	58.725
1019	2	0.25	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	87
1019	3	0.15	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
1019	4	0.65	0.4	-7	0.188	0.395	4.05	4	0.92	154.05
1020	1	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
1020	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1020	3	0.05	0	-7	0.188	0.395	4.05	4	0.92	19.75
1020	4	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
1020	5	0.35	0	-7	0.188	0.395	4.05	4	0.92	138.25
1020	6	0.7	0	-7	0.188	0.395	4.05	4	0.92	276.5
1021	1	0.15	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	55.35
1021	2	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
1021	3	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
1021	4	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
1021	5	0.6	0.1	-7	0.188	0.395	4.05	4	0.92	213.3
1022	1	0.09	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	29.52
1022	2	0.44	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	144.32
1022	3	0.27	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	88.56
1023	1	0.33	0	-7.9	0.266	0.435	4.9	5.5	0.92	143.55
1023	2	0.12	0	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
1023	3	0.2	0	-7	0.188	0.395	4.05	4	0.92	79
1024	1	0.08	0.2	-25	0.365	0.485	5.3	13.1	0.92	31.04
1024	2	0.25	0.2	-25	0.365	0.485	5.3	13.1	0.92	97
1024	3	0.22	0.2	-25	0.365	0.485	5.3	13.1	0.92	85.36
1025	1	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
1025	2	0.74	0.1	-7	0.188	0.395	4.05	4	0.92	263.07
1025	3	0.05	0.1	-7	0.188	0.395	4.05	4	0.92	17.775
1026	1	0.17	0.2	-7	0.188	0.395	4.05	4	0.92	53.72
1026	2	0.27	0.2	-7	0.188	0.395	4.05	4	0.92	85.32
1026	3	0.56	0	-7	0.188	0.395	4.05	4	0.92	221.2
1027	1	0.11	0.1	-7	0.188	0.395	4.05	4	0.92	39.105
1027	2	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
1027	3	0.44	0.1	-7	0.188	0.395	4.05	4	0.92	156.42
1028	1	0.48	0	-7	0.188	0.395	4.05	4	0.92	189.6
1028	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1028	3	0.42	0	-7	0.188	0.395	4.05	4	0.92	165.9
1029	1	0.3	0	-25	0.365	0.485	5.3	13.1	0.92	145.5
1029	2	0.3	0	-8.5	0.324	0.451	5.39	6.3	0.92	135.3
1029	3	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
1029	4	0.5	0	-7.9	0.266	0.435	4.9	5.5	0.92	217.5
1029	5	0.3	0.2	-7	0.188	0.395	4.05	4	0.92	94.8
1030	1	0.15	0	-25	0.365	0.485	5.3	13.1	0.92	72.75
1030	2	0.25	0	-25	0.365	0.485	5.3	13.1	0.92	121.25
1030	3	0.2	0	-6	0.397	0.477	7.75	4.9	0.92	95.4
1030	4	0.4	0	-25	0.365	0.485	5.3	13.1	0.92	194
1030	5	0.1	0	-25	0.365	0.485	5.3	13.1	0.92	48.5
1031	1	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
1031	2	0.2	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	73.8
1031	3	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
1031	4	0.2	0.1	-7	0.188	0.395	4.05	4	0.92	71.1
1031	5	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
1032	1	0.1	0.1	-7	0.188	0.395	4.05	4	0.92	35.55
1033	1	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
1033	2	0.3	0	-7	0.188	0.395	4.05	4	0.92	118.5
1033	3	0.55	0	-7	0.188	0.395	4.05	4	0.92	217.25
1034	1	0.05	0	-7	0.188	0.395	4.05	4	0.92	19.75
1034	2	0.1	0	-7	0.188	0.395	4.05	4	0.92	39.5
1034	3	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
1034	4	0.6	0	-7	0.188	0.395	4.05	4	0.92	237
1034	5	0.5	0	-3.8	0.203	0.41	4.38	3.5	0.92	205
1035	1	0.03	0	-7	0.188	0.395	4.05	4	0.92	11.85
1035	2	0.15	0	-7	0.188	0.395	4.05	4	0.92	59.25
1035	3	0.23	0	-7	0.188	0.395	4.05	4	0.92	90.85
1035	4	0.08	0	-7	0.188	0.395	4.05	4	0.92	31.6
1035	5	0.51	0	-7	0.188	0.395	4.05	4	0.92	201.45
1036	1	1.2	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	417.6
1037	1	0.08	0.2	-7	0.188	0.395	4.05	4	0.92	25.28
1037	2	1.12	0.2	-7	0.188	0.395	4.05	4	0.92	353.92
1038	1	0.15	0.1	-25	0.365	0.485	5.3	13.1	0.92	65.475
1038	2	0.23	0.1	-25	0.365	0.485	5.3	13.1	0.92	100.395
1038	3	0.12	0.1	-25	0.365	0.485	5.3	13.1	0.92	52.38
1038	4	0.3	0.1	-25	0.365	0.485	5.3	13.1	0.92	130.95
1038	5	0.2	0.4	-8.5	0.324	0.451	5.39	6.3	0.92	54.12
1038	6	0.25	0.1	-25	0.365	0.485	5.3	13.1	0.92	109.125
1038	7	0.15	0.4	-25	0.365	0.485	5.3	13.1	0.92	43.65
1039	1	0.05	0.2	-25	0.365	0.485	5.3	13.1	0.92	19.4
1039	2	0.2	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	81.18
1039	3	0.45	0.1	-8.5	0.324	0.451	5.39	6.3	0.92	182.655
1039	4	0.3	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
1039	5	0.5	0.4	-7	0.188	0.395	4.05	4	0.92	118.5
1040	1	0.07	0.1	-25	0.365	0.485	5.3	13.1	0.92	30.555
1040	2	0.13	0.1	-25	0.365	0.485	5.3	13.1	0.92	56.745
1040	3	0.3	0.2	-25	0.365	0.485	5.3	13.1	0.92	116.4
1040	4	0.25	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	90.2
1040	5	0.25	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	43.5
1040	6	0.5	0.9	-7	0.188	0.395	4.05	4	0.92	19.75
1041	1	0.05	0.1	-25	0.365	0.485	5.3	13.1	0.92	21.825
1041	2	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
1041	3	0.3	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	108.24
1041	4	0.3	0.4	-25	0.365	0.485	5.3	13.1	0.92	87.3
1041	5	0.35	0.6	-7	0.188	0.395	4.05	4	0.92	55.3
1042	1	0.15	0.1	-7	0.188	0.395	4.05	4	0.92	53.325
1042	2	0.02	0.1	-7	0.188	0.395	4.05	4	0.92	7.11
1042	3	0.08	0.1	-7	0.188	0.395	4.05	4	0.92	28.44
1042	4	0.25	0.1	-7	0.188	0.395	4.05	4	0.92	88.875
1042	5	0.4	0	-7	0.188	0.395	4.05	4	0.92	158
1042	6	0.6	0	-7	0.188	0.395	4.05	4	0.92	237
1043	1	0.07	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	25.256
1043	2	0.13	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	46.904
1043	3	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
1043	4	0.1	0.2	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
1043	5	0.8	0.1	-7.7	0.425	0.482	11.4	4.3	0.94	347.04
1043	6	0.8	0.1	-7.7	0.425	0.482	11.4	4.3	0.94	347.04
1044	1	0.1	0.1	-25	0.365	0.485	5.3	13.1	0.92	43.65
1044	2	0.1	0.2	-8.5	0.324	0.451	5.39	6.3	0.92	36.08
1044	3	0.25	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	84
1044	4	0.35	0.2	-6.3	0.317	0.42	7.12	4.2	0.92	117.6
1044	5	0.7	0.2	-7.7	0.425	0.482	11.4	4.3	0.94	269.92
1045	1	0.05	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	13.05
1045	2	0.1	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	26.1
1045	3	0.2	0.6	-7.9	0.266	0.435	4.9	5.5	0.92	34.8
1045	4	0.25	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	10.25
1046	1	0.05	0.2	-7	0.188	0.395	4.05	4	0.92	15.8
1046	2	0.3	0.4	-7	0.188	0.395	4.05	4	0.92	71.1
1046	3	0.4	0.2	-7	0.188	0.395	4.05	4	0.92	126.4
1046	4	0.35	0.2	-7	0.188	0.395	4.05	4	0.92	110.6
1046	5	0.35	0.2	-7	0.188	0.395	4.05	4	0.92	110.6
1046	6	0.1	0.2	-7	0.188	0.395	4.05	4	0.92	31.6
1047	1	0.1	0.1	-3.8	0.203	0.41	4.38	3.5	0.92	36.9
1047	2	0.4	0.2	-3.8	0.203	0.41	4.38	3.5	0.92	131.2
1047	3	0.3	0.1	-7	0.188	0.395	4.05	4	0.92	106.65
1047	4	0.5	0.1	-7	0.188	0.395	4.05	4	0.92	177.75
1048	1	0.1	0.2	-25	0.365	0.485	5.3	13.1	0.92	38.8
1048	2	0.2	0.2	-25	0.365	0.485	5.3	13.1	0.92	77.6
1048	3	0.2	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	52.2
1048	4	0.5	0.9	-3.8	0.203	0.41	4.38	3.5	0.92	20.5
1049	1	0.05	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	19.575
1049	2	0.4	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	104.4
1049	3	0.3	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
1049	4	0.05	0.4	-7.9	0.266	0.435	4.9	5.5	0.92	13.05
1050	1	0.2	0.1	-7.9	0.266	0.435	4.9	5.5	0.92	78.3
